species,lon,lat,group
arabis,-0.26793,42.94621,10
arabis,6.1129,45.624,10
arabis,6.11543,45.66899,10
arabis,2.65107,44.99118,10
arabis,2.90889,43.68909,10
arabis,2.94685,43.76916,10
arabis,0.07435,43.01992,10
arabis,0.14595,42.75193,10
arabis,0.69645,42.9478,10
arabis,-0.49129,42.94137,10
arabis,0.27066,42.8912,10
arabis,-0.64466,42.86648,10
arabis,2.08731,42.74145,10
arabis,2.92389,43.69293,10
arabis,2.77227,43.74371,10
arabis,3.06343,43.81298,10
arabis,0.2744,42.88087,10
arabis,3.01815,43.70001,10
arabis,3.07715,43.92775,10
arabis,0.10753,42.80069,10
arabis,2.37501,43.94372,10
arabis,0.74824,42.92167,10
arabis,1.83255,42.87567,10
arabis,3.00088,43.96921,10
arabis,0.47833,42.75594,10
arabis,1.99338,42.73696,10
arabis,2.9185,43.68228,10
arabis,-0.05371,42.89577,10
arabis,1.64033,42.93482,10
arabis,0.26536,43.01886,10
arabis,6.66892,45.29174,10
arabis,3.6091,44.23228,10
arabis,3.51533,44.22776,10
arabis,3.42706,44.18041,10
arabis,1.72374,44.90611,10
arabis,1.58875,44.86821,10
arabis,1.51902,44.86074,10
arabis,1.63584,44.87417,10
arabis,1.8414,44.85268,10
arabis,1.85933,44.85842,10
arabis,1.67341,44.71559,10
arabis,-0.26049,42.91025,10
arabis,-0.11528,42.88228,10
arabis,7.06425,45.45839,10
arabis,3.05331,44.07011,10
arabis,3.04473,44.06336,10
arabis,0.64172,42.69607,10
arabis,0.64714,42.70767,10
arabis,-0.0484,42.70141,10
arabis,1.33698,42.8944,10
arabis,0.00607,42.8637,10
arabis,-0.0081,42.71499,10
arabis,-0.01122,42.73542,10
arabis,2.71382,45.12642,10
arabis,2.58729,45.03598,10
arabis,2.96802,45.44193,10
arabis,2.6505,45.08121,10
arabis,2.77741,45.12656,10
arabis,0.01735,42.83218,10
arabis,0.36484,42.78535,10
arabis,1.21205,42.84466,10
arabis,0.35167,42.79212,10
arabis,-0.14187,42.78736,10
arabis,0.19523,42.92572,10
arabis,0.67817,42.91124,10
arabis,0.33764,42.97936,10
arabis,0.30307,43.0068,10
arabis,0.03523,42.75572,10
arabis,0.06065,42.83302,10
arabis,0.45947,42.87129,10
arabis,0.067,42.99449,10
arabis,0.17826,42.91092,10
arabis,-0.07357,43.08339,10
arabis,0.33734,42.95418,10
arabis,0.05488,42.70084,10
arabis,-0.26465,42.89951,10
arabis,0.76907,42.95114,10
arabis,0.23264,43.00842,10
arabis,0.2571,42.81841,10
arabis,2.03789,42.68984,10
arabis,-0.1268,42.85222,10
arabis,-0.22788,42.99454,10
arabis,0.28564,43.03556,10
arabis,-0.02506,42.7136,10
arabis,-0.17081,43.03052,10
arabis,0.04982,42.74522,10
arabis,0.1876,42.91859,10
arabis,0.28767,42.75797,10
arabis,0.1329,42.97485,10
arabis,0.16381,43.05314,10
arabis,0.0153,42.9415,10
arabis,0.09171,42.75268,10
arabis,0.3371,43.00114,10
arabis,-0.14398,42.8834,10
arabis,0.51104,42.70391,10
arabis,0.02135,42.98037,10
arabis,0.14218,42.93672,10
arabis,0.09795,42.88822,10
arabis,0.14411,42.92727,10
arabis,0.41057,42.97461,10
arabis,0.48135,42.70234,10
arabis,0.03623,42.71332,10
arabis,0.18187,42.92798,10
arabis,0.48983,42.87743,10
arabis,1.14247,42.7609,10
arabis,0.15692,42.93071,10
arabis,0.21256,43.01622,10
arabis,-0.17084,43.04171,10
arabis,-0.0931,43.08805,10
arabis,0.15605,42.90105,10
arabis,-0.03621,42.75737,10
arabis,0.25732,43.0001,10
arabis,0.21642,42.96168,10
arabis,0.00856,42.75433,10
arabis,0.17817,42.78453,10
arabis,0.30034,42.89412,10
arabis,0.05792,42.93996,10
arabis,0.44451,42.85824,10
arabis,0.02291,42.95186,10
arabis,0.05375,42.84468,10
arabis,0.0361,42.93862,10
arabis,0.09029,42.72351,10
arabis,2.9737,43.68161,10
arabis,2.32418,42.75442,10
arabis,2.15904,42.85168,10
arabis,3.45684,44.4794,10
arabis,1.86049,42.82338,10
arabis,2.19606,42.42522,10
arabis,2.02852,42.38913,10
arabis,1.98142,42.76353,10
arabis,1.98445,42.75229,10
arabis,1.93749,42.75856,10
arabis,2.3285,42.78212,10
arabis,2.86567,42.92213,10
arabis,2.25154,42.8421,10
arabis,2.13565,42.76202,10
arabis,2.00978,42.64768,10
arabis,2.35417,42.78527,10
arabis,1.96199,42.79437,10
arabis,1.92471,42.83459,10
arabis,2.1071,42.82236,10
arabis,1.92082,42.75896,10
arabis,2.10295,42.87987,10
arabis,1.99878,42.8194,10
arabis,1.95507,42.78283,10
arabis,5.36623,45.87007,10
arabis,6.76005,46.31125,10
arabis,6.64752,45.62755,10
arabis,5.85171,45.31562,10
arabis,6.1264,45.25113,10
arabis,6.42362,45.35381,10
arabis,6.75459,45.49836,10
arabis,5.89193,45.39437,10
arabis,6.07933,46.41198,10
arabis,5.58839,45.21104,10
arabis,6.51454,45.24948,10
arabis,5.55783,45.23236,10
arabis,6.66316,45.77849,10
arabis,5.57271,45.16683,10
arabis,7.05048,45.34424,10
arabis,5.54128,45.22603,10
arabis,6.75552,45.37816,10
arabis,6.90225,45.51863,10
arabis,6.95507,45.21014,10
arabis,5.32554,45.82817,10
arabis,6.77996,45.31224,10
arabis,6.7327,45.36216,10
arabis,6.63725,45.12581,10
arabis,7.01873,45.47298,10
arabis,5.63835,46.14043,10
arabis,6.98436,45.38767,10
arabis,6.23455,44.97685,10
arabis,6.68173,45.1621,10
arabis,6.12063,45.13259,10
arabis,5.83668,46.15548,10
arabis,2.71405,45.0814,10
arabis,5.34895,45.77768,10
arabis,5.35087,45.82268,10
arabis,2.20946,42.43356,10
arabis,2.6735,42.90433,10
arabis,6.0705,44.85923,10
arabis,5.65106,45.36554,10
arabis,6.07296,44.90422,10
arabis,6.00244,44.771,10
arabis,6.15142,45.17235,10
arabis,6.0779,44.99418,10
arabis,6.00966,44.90595,10
arabis,5.95347,45.04261,10
arabis,6.0145,44.99592,10
arabis,5.89233,45.08926,10
arabis,5.96299,45.22256,10
arabis,6.08285,45.08415,10
arabis,5.71051,45.27402,10
arabis,6.13625,44.90245,10
arabis,5.95584,45.0876,10
arabis,6.13877,44.94743,10
arabis,6.26021,44.85382,10
arabis,5.5112,45.0985,10
arabis,6.20468,44.9906,10
arabis,6.01208,44.95093,10
arabis,5.56236,44.82709,10
arabis,5.5706,45.00706,10
arabis,6.14888,45.12736,10
arabis,5.944,44.86266,10
arabis,6.07543,44.9492,10
arabis,5.77648,45.31745,10
arabis,6.15905,45.3073,10
arabis,6.08533,45.12914,10
arabis,6.26807,44.98876,10
arabis,6.01935,45.08589,10
arabis,5.64465,45.23055,10
arabis,5.87844,44.81933,10
arabis,6.00725,44.86096,10
arabis,6.32611,44.89692,10
arabis,5.6845,44.73411,10
arabis,6.14129,44.99241,10
arabis,5.89466,45.13425,10
arabis,6.21501,45.17053,10
arabis,5.90637,45.35921,10
arabis,6.13374,44.85746,10
arabis,5.58097,45.23204,10
arabis,6.20984,45.08057,10
arabis,6.0953,45.30909,10
arabis,5.57266,45.05206,10
arabis,6.20211,44.94562,10
arabis,5.31873,45.05763,10
arabis,6.08782,45.17413,10
arabis,5.81297,44.77597,10
arabis,5.64039,45.14056,10
arabis,6.20726,45.03558,10
arabis,5.96061,45.17757,10
arabis,5.81073,44.73098,10
arabis,5.64251,45.18556,10
arabis,5.90872,45.4042,10
arabis,6.32345,44.85194,10
arabis,6.14635,45.08238,10
arabis,5.83796,45.27086,10
arabis,5.51323,45.1435,10
arabis,5.84254,45.36085,10
arabis,5.49913,44.82853,10
arabis,6.26545,44.94378,10
arabis,6.0928,45.2641,10
arabis,6.19698,44.85566,10
arabis,6.08037,45.03917,10
arabis,5.50114,44.87352,10
arabis,5.87613,44.77435,10
arabis,6.32878,44.9419,10
arabis,6.26283,44.8988,10
arabis,6.33145,44.98688,10
arabis,5.7127,45.31902,10
arabis,5.95822,45.13258,10
arabis,5.78097,45.40744,10
arabis,6.19954,44.90064,10
arabis,6.09031,45.21911,10
arabis,-0.1719,43.0056,10
arabis,-0.25612,43.02583,10
arabis,-0.08817,42.93523,10
arabis,-0.10953,43.0604,10
arabis,0.28837,42.74391,10
arabis,-0.21548,42.80607,10
arabis,-0.09097,42.92168,10
arabis,0.23182,42.78854,10
arabis,-0.2138,42.94651,10
arabis,6.91056,46.00481,10
arabis,5.70832,45.22903,10
arabis,6.40303,45.11989,10
arabis,5.82882,45.09089,10
arabis,6.53008,45.11594,10
arabis,5.82427,45.00091,10
arabis,5.94636,44.90765,10
arabis,5.85873,45.6758,10
arabis,5.95414,46.25907,10
arabis,6.50893,45.79262,10
arabis,5.44964,45.14492,10
arabis,6.40577,45.16487,10
arabis,5.82655,45.0459,10
arabis,5.60887,44.4657,10
arabis,5.37648,44.9213,10
arabis,6.02178,45.13088,10
arabis,6.46377,45.07296,10
arabis,6.75996,45.69438,10
arabis,5.76308,45.0475,10
arabis,6.46656,45.11794,10
arabis,5.88537,44.9543,10
arabis,6.71695,46.01133,10
arabis,5.51525,45.1885,10
arabis,5.315,44.96764,10
arabis,5.62348,44.78062,10
arabis,5.24981,44.92394,10
arabis,5.38222,45.05629,10
arabis,5.50918,45.05351,10
arabis,5.93929,44.77269,10
arabis,5.95109,44.99762,10
arabis,5.62138,44.73563,10
arabis,5.37839,44.9663,10
arabis,5.81974,44.91093,10
arabis,5.56031,44.78209,10
arabis,6.53292,45.16092,10
arabis,5.75643,44.91252,10
arabis,5.3803,45.0113,10
arabis,5.44767,45.09992,10
arabis,6.40029,45.07492,10
arabis,6.67783,45.42666,10
arabis,6.18219,45.71219,10
arabis,6.1796,45.6672,10
arabis,7.11481,45.27621,10
arabis,6.87884,45.55511,10
arabis,5.82208,46.21737,10
arabis,6.87256,45.46517,10
arabis,6.14382,45.03739,10
arabis,5.91107,45.44919,10
arabis,6.80865,45.46736,10
arabis,6.28125,45.21366,10
arabis,6.55873,45.56571,10
arabis,5.35279,45.86769,10
arabis,6.93646,45.46295,10
arabis,6.80556,45.42239,10
arabis,5.28464,45.779,10
arabis,6.98422,45.23586,10
arabis,6.81173,45.51233,10
arabis,6.74777,45.51449,10
arabis,6.65711,45.11185,10
arabis,6.69278,45.65153,10
arabis,6.90737,45.95984,10
arabis,6.38861,45.9315,10
arabis,6.52328,46.01752,10
arabis,6.47578,46.28939,10
arabis,6.53485,46.19744,10
arabis,6.32958,46.02338,10
arabis,6.45872,46.01951,10
arabis,6.1978,45.98211,10
arabis,6.73221,46.2362,10
arabis,6.83975,45.91708,10
arabis,6.78149,46.00919,10
arabis,6.79079,46.14411,10
arabis,6.32414,45.93341,10
arabis,6.51753,45.92756,10
arabis,6.7784,45.96422,10
arabis,6.24905,45.75534,10
arabis,6.25966,45.93529,10
arabis,6.5204,45.97254,10
arabis,6.74143,46.37112,10
arabis,6.12051,45.75897,10
arabis,6.6524,46.01343,10
arabis,6.80327,46.324,10
arabis,6.79702,46.23405,10
arabis,6.1384,46.0739,10
arabis,6.34326,46.2483,10
arabis,6.26233,45.98027,10
arabis,6.77531,45.91925,10
arabis,6.97509,46.00256,10
arabis,6.69879,45.74148,10
arabis,6.78459,46.05416,10
arabis,6.58491,45.97051,10
arabis,6.2464,45.71035,10
arabis,6.73835,46.32615,10
arabis,6.14097,46.11888,10
arabis,6.20829,46.16206,10
arabis,6.05623,45.76073,10
arabis,6.59962,46.1954,10
arabis,6.66439,46.19333,10
arabis,6.6674,46.23831,10
arabis,6.46723,46.15445,10
arabis,6.18738,45.80216,10
arabis,6.45025,45.88456,10
arabis,6.76916,45.8293,10
arabis,6.37757,45.75156,10
arabis,6.44744,45.83958,10
arabis,6.52617,46.0625,10
arabis,6.32686,45.97839,10
arabis,6.53195,46.15246,10
arabis,6.12305,45.80396,10
arabis,6.45589,45.97453,10
arabis,6.48151,46.37935,10
arabis,6.44463,45.7946,10
arabis,6.25435,45.84531,10
arabis,6.60554,46.28536,10
arabis,6.7939,46.18908,10
arabis,6.59667,46.15043,10
arabis,6.257,45.8903,10
arabis,6.84603,46.00702,10
arabis,6.2517,45.80033,10
arabis,11.999567,61.633345,10
arabis,9.680019,62.612498,10
arabis,8.320309,62.598138,10
arabis,8.486615,62.553966,10
arabis,9.78991,62.274406,10
arabis,8.883634,62.474077,10
arabis,8.922423,62.474104,10
arabis,7.259687,62.881654,10
arabis,9.543189,62.482045,10
arabis,13.176389,48.293056,10
arabis,13.598056,48.128613,10
arabis,13.620556,47.838055,10
arabis,12.760278,48.119446,10
arabis,13.510278,48.588333,10
arabis,7.534207,46.131809,10
arabis,5.77175,44.73243,10
arabis,5.61061,44.42452,10
arabis,6.86953,45.27694,10
arabis,9.24689,42.53152,10
arabis,8.97098,42.39148,10
arabis,8.94506,42.38153,10
arabis,9.19379,42.03986,10
arabis,8.99213,42.46662,10
arabis,9.12341,42.23934,10
arabis,9.07691,42.23948,10
arabis,9.12426,42.20738,10
arabis,9.3469,42.3312,10
arabis,8.98867,42.40297,10
arabis,9.05561,42.20602,10
arabis,9.14973,42.07697,10
arabis,9.25502,42.34386,10
arabis,9.09816,42.41583,10
arabis,-2.35,43.15,10
arabis,-2.37,43.14,10
arabis,13.884144,47.457228,10
arabis,18.83152,68.35096,10
arabis,12.088216,66.498097,10
arabis,-6.041136,42.790073,10
arabis,-5.119385,42.949805,10
arabis,9.623804,62.294781,10
arabis,1.044765,42.623594,10
arabis,1.106849,42.615785,10
arabis,20.813122,69.049669,10
arabis,25.759273,67.698202,10
arabis,25.900694,68.02533,10
arabis,21.132774,69.26615,10
arabis,24.03778,35.29167,10
arabis,-0.016323,42.700277,10
arabis,6.75416,44.26142,10
arabis,6.63524,44.30394,10
arabis,6.70198,44.30041,10
arabis,6.87858,44.39394,10
arabis,6.79041,44.31238,10
arabis,6.61536,44.31911,10
arabis,6.60915,44.30943,10
arabis,6.84786,44.35341,10
arabis,6.77447,44.31615,10
arabis,6.63973,44.1813,10
arabis,6.74439,44.27893,10
arabis,6.7061,44.27445,10
arabis,6.69371,44.21118,10
arabis,6.76008,44.2962,10
arabis,6.7193,44.23655,10
arabis,6.80965,44.33848,10
arabis,6.73423,44.25218,10
arabis,6.86587,44.41875,10
arabis,6.71401,44.28371,10
arabis,6.81588,44.3488,10
arabis,6.88187,44.36659,10
arabis,6.71763,44.26848,10
arabis,6.66328,44.18726,10
arabis,6.8928,44.40981,10
arabis,6.89532,44.37091,10
arabis,6.73587,44.26961,10
arabis,6.71888,44.2472,10
arabis,6.8289,44.35019,10
arabis,6.85841,44.3453,10
arabis,6.63307,44.31432,10
arabis,6.87267,44.37398,10
arabis,6.7282,44.27918,10
arabis,7.19448,44.08727,10
arabis,6.92675,44.05084,10
arabis,7.00335,44.09855,10
arabis,7.22885,44.12857,10
arabis,7.24952,44.06519,10
arabis,6.90714,44.16797,10
arabis,7.26695,44.10441,10
arabis,7.40606,44.02997,10
arabis,7.39603,44.10111,10
arabis,6.23295,47.13012,10
arabis,6.91134,47.37957,10
arabis,5.80928,46.60062,10
arabis,5.68316,46.69374,10
arabis,6.24378,47.31002,10
arabis,5.8186,46.78059,10
arabis,7.03693,47.28513,10
arabis,6.20617,46.68032,10
arabis,6.22755,47.04017,10
arabis,5.96929,47.13719,10
arabis,6.77263,47.29403,10
arabis,6.09596,47.04377,10
arabis,6.10113,47.13373,10
arabis,6.89826,47.19974,10
arabis,6.0908,46.95381,10
arabis,6.49653,47.12245,10
arabis,6.21149,46.77028,10
arabis,6.62224,47.02846,10
arabis,5.93497,46.50737,10
arabis,17.24687,52.32713,10
arabis,2.30247,42.74976,10
arabis,5.36652,44.9376,10
arabis,5.78447,44.7273,10
arabis,5.99082,46.34168,10
arabis,5.34025,44.92032,10
arabis,9.17593,42.0613,10
arabis,5.81734,45.66271,10
arabis,6.99883,43.83587,10
arabis,5.47382,45.04264,10
arabis,6.78563,45.88073,10
arabis,6.10175,45.68954,10
arabis,6.28252,45.70133,10
arabis,5.79701,45.33916,10
arabis,5.283,44.79584,10
arabis,5.88985,44.79598,10
arabis,6.52325,44.80978,10
arabis,2.47291,42.67784,10
arabis,5.80075,45.80731,10
arabis,5.80674,45.08673,10
arabis,6.10667,45.76143,10
arabis,5.19949,45.14007,10
arabis,2.35122,42.76773,10
arabis,5.67173,45.379,10
arabis,5.69397,45.3243,10
arabis,2.27801,42.83957,10
arabis,5.80038,45.39308,10
arabis,9.05662,42.28519,10
arabis,-0.4676,43.04466,10
arabis,1.88874,42.82835,10
arabis,-0.65564,43.0418,10
arabis,-0.65792,43.09002,10
arabis,2.72091,45.05571,10
arabis,7.5037,43.94022,10
arabis,-0.57933,42.9394,10
arabis,21.148328,69.104119,10
arabis,15.868596,68.570007,10
arabis,6.737697,59.376922,10
arabis,7.667202,61.06276,10
arabis,20.116307,69.354616,10
arabis,18.69111,68.39822,10
arabis,19.49031,67.85858,10
arabis,22.104862,69.921217,10
arabis,9.105171,62.047712,10
arabis,7.27641,46.29879,10
arabis,14.0658,47.700477,10
arabis,10.93,47.64,10
arabis,11.53,47.83,10
arabis,11.54,47.82,10
arabis,11.54,47.72,10
arabis,11.46,47.97,10
arabis,11.54,47.67,10
arabis,11.54,47.87,10
arabis,10.84,47.61,10
arabis,11.46,47.87,10
arabis,15.200623,47.635036,10
arabis,13.251309,66.388435,10
arabis,7.997318,44.149122,10
arabis,8.78102,46.78578,10
arabis,8.64705,46.65233,10
arabis,8.51913,46.78856,10
arabis,8.52003,46.83353,10
arabis,8.58365,46.74295,10
arabis,8.65312,46.92216,10
arabis,8.64504,46.56239,10
arabis,8.58174,46.653,10
arabis,8.78439,46.92069,10
arabis,8.51643,46.65364,10
arabis,8.65008,46.78725,10
arabis,31.8062,69.8248,10
arabis,7.493018,62.442374,10
arabis,7.66,45.92,10
arabis,-4.94,43.25,10
arabis,8.886216,61.9241,10
arabis,6.840806,60.773391,10
arabis,8.877457,61.909333,10
arabis,8.950104,61.957317,10
arabis,14.75051,66.03269,10
arabis,11.028783,46.848383,10
arabis,10.671,63.434,10
arabis,14.55389,47.08889,10
arabis,-4.93,43.17,10
arabis,-4.8,43.14,10
arabis,14.04,37.86,10
arabis,1.11,42.57,10
arabis,0.99,42.48,10
arabis,1.15,42.19,10
arabis,8.65515,47.0121,10
arabis,9.184,47.09524,10
arabis,8.85002,46.9199,10
arabis,12.73,47.24,10
arabis,12.12,47.19,10
arabis,13.02,47.11,10
arabis,13.02,47.81,10
arabis,13.36,47.14,10
arabis,12.26,47.13,10
arabis,12.97,47.8,10
arabis,13.06,47.07,10
arabis,13.15,47.24,10
arabis,12.29,47.17,10
arabis,13.38,47.16,10
arabis,13.18,47.77,10
arabis,13.5,47.27,10
arabis,13.03,47.83,10
arabis,13.41,47.13,10
arabis,13.39,47.14,10
arabis,12.66,47.22,10
arabis,12.3,47.18,10
arabis,13.21,47.44,10
arabis,12.84,47.08,10
arabis,12.78,47.17,10
arabis,12.77,47.46,10
arabis,12.83,47.12,10
arabis,13.07,47.73,10
arabis,12.25,47.2,10
arabis,13.42,47.77,10
arabis,13.23,47.55,10
arabis,13.14,47.63,10
arabis,13.01,47.84,10
arabis,13.29,47.56,10
arabis,13.24,47.56,10
arabis,12.81,47.22,10
arabis,12.97,47.1,10
arabis,13.09,47.69,10
arabis,12.27,47.14,10
arabis,12.73,47.63,10
arabis,12.95,47.13,10
arabis,13.42,47.65,10
arabis,13.31,47.81,10
arabis,12.99,47.06,10
arabis,12.6,47.22,10
arabis,13.28,47.55,10
arabis,13.4,47.65,10
arabis,12.28,47.13,10
arabis,12.71,47.19,10
arabis,12.76,47.62,10
arabis,13.11,47.82,10
arabis,12.75,47.66,10
arabis,13.18,47.78,10
arabis,13.03,47.06,10
arabis,12.73,47.17,10
arabis,12.11,47.18,10
arabis,12.11,47.2,10
arabis,13.46,47.72,10
arabis,12.28,47.12,10
arabis,13.15,47.26,10
arabis,13.38,47.12,10
arabis,12.11,47.15,10
arabis,13.05,47.15,10
arabis,13.28,47.48,10
arabis,13.44,47.77,10
arabis,13.16,47.95,10
arabis,13.43,47.76,10
arabis,12.78,47.13,10
arabis,13.14,47.66,10
arabis,12.86,47.17,10
arabis,12.45,47.07,10
arabis,12.28,46.95,10
arabis,12.11,47.14,10
arabis,13.26,46.99,10
arabis,12.4,46.96,10
arabis,12.83,47.01,10
arabis,12.83,47,10
arabis,12.46,47.06,10
arabis,12.5,47.08,10
arabis,12.77,47.08,10
arabis,12.09,47.16,10
arabis,12.75,47.08,10
arabis,12.08,47.17,10
arabis,12.93,47.14,10
arabis,12.31,46.98,10
arabis,12.71,47.09,10
arabis,12.24,47.02,10
arabis,12.48,47.11,10
arabis,12.23,47.18,10
arabis,12.78,47.21,10
arabis,13.22,46.98,10
arabis,12.4,46.95,10
arabis,12.47,47.19,10
arabis,12.08,47.18,10
arabis,12.61,47.04,10
arabis,13.28,46.99,10
arabis,12.27,46.97,10
arabis,13.24,46.99,10
arabis,12.11,47.17,10
arabis,12.14,47,10
arabis,12.96,47.09,10
arabis,12.66,47.04,10
arabis,12.62,47.06,10
arabis,12.14,46.99,10
arabis,12.75,47.06,10
arabis,18.44003,68.3797,10
arabis,20.25373,68.99454,10
arabis,20.3605,68.91245,10
arabis,20.38058,68.89112,10
arabis,20.2072,68.98102,10
arabis,-1.68,40.27,10
arabis,-2.13,40.54,10
arabis,-1.94,40.59,10
arabis,-6.228522,57.244394,10
arabis,8.39697,47.28441,10
arabis,7.21284,45.98384,10
arabis,10.0811,46.58308,10
arabis,8.52093,46.87851,10
arabis,7.92373,46.11796,10
arabis,10.00523,46.35981,10
arabis,9.18546,47.14021,10
arabis,7.66521,46.16375,10
arabis,8.51733,46.69861,10
arabis,7.80276,47.37776,10
arabis,8.91937,47.05398,10
arabis,9.31725,47.13813,10
arabis,8.71342,46.69659,10
arabis,9.55589,46.50408,10
arabis,9.10834,46.78147,10
arabis,10.14855,46.6265,10
arabis,7.53582,46.20891,10
arabis,7.21076,46.47859,10
arabis,8.06337,47.01685,10
arabis,7.60047,46.16386,10
arabis,9.75893,46.6801,10
arabis,7.53574,46.16393,10
arabis,6.48751,46.87965,10
arabis,10.35154,46.75651,10
arabis,8.97486,46.69337,10
arabis,7.27519,46.70359,10
arabis,7.40546,47.46827,10
arabis,9.38641,47.22695,10
arabis,7.53785,47.33332,10
arabis,7.20729,47.28816,10
arabis,7.47101,46.16397,10
arabis,7.73066,46.29854,10
arabis,7.34195,45.93905,10
arabis,9.67868,46.32174,10
arabis,7.14663,46.29853,10
arabis,9.02174,46.06291,10
arabis,8.77544,46.56093,10
arabis,8.06811,47.42159,10
arabis,8.05511,46.29723,10
arabis,8.5789,46.51809,10
arabis,7.08233,46.20839,10
arabis,9.49248,46.55024,10
arabis,7.79822,46.70315,10
arabis,8.9723,46.60343,10
arabis,7.14195,47.15308,10
arabis,7.92293,46.028,10
arabis,9.36054,46.50755,10
arabis,8.38976,46.87967,10
arabis,7.21302,45.93886,10
arabis,7.66671,46.52357,10
arabis,9.32041,47.22805,10
arabis,9.08906,46.15192,10
arabis,9.84025,47.0384,10
arabis,7.53543,45.98402,10
arabis,7.53558,46.07398,10
arabis,9.36534,46.64245,10
arabis,9.31096,46.95828,10
arabis,9.88143,46.49754,10
arabis,6.618,46.92565,10
arabis,7.07572,47.19787,10
arabis,9.10002,46.51166,10
arabis,8.5846,46.78792,10
arabis,8.85239,47.00984,10
arabis,8.32049,46.65533,10
arabis,7.92775,46.56773,10
arabis,9.61378,46.323,10
arabis,8.58652,46.87787,10
arabis,8.51196,46.42877,10
arabis,9.37825,47.00215,10
arabis,9.75315,46.54523,10
arabis,7.72994,46.1636,10
arabis,8.91565,46.91907,10
arabis,8.12797,46.92652,10
arabis,8.32269,46.79025,10
arabis,9.08634,46.06198,10
arabis,8.12056,46.34184,10
arabis,8.84064,46.56014,10
arabis,8.89614,46.19956,10
arabis,7.92735,46.52275,10
arabis,7.01081,47.06272,10
arabis,8.13437,47.42122,10
arabis,6.94208,47.37726,10
arabis,7.27735,45.98395,10
arabis,8.58844,46.96781,10
arabis,8.58748,46.92284,10
arabis,7.07602,47.1529,10
arabis,7.1412,47.288,10
arabis,8.06232,46.9269,10
arabis,8.32491,46.92517,10
arabis,7.72898,45.98369,10
arabis,7.66633,46.43362,10
arabis,7.0751,47.28781,10
arabis,8.51375,46.51872,10
arabis,6.81232,47.15176,10
arabis,6.87587,47.37696,10
arabis,7.33923,47.42326,10
arabis,10.15533,46.76135,10
arabis,7.14069,47.37795,10
arabis,8.84766,46.82996,10
arabis,7.01009,47.15267,10
arabis,6.35904,46.74357,10
arabis,7.27297,47.42318,10
arabis,7.20788,47.15324,10
arabis,10.15306,46.7164,10
arabis,7.21133,46.34366,10
arabis,7.14614,46.38849,10
arabis,9.23926,46.77948,10
arabis,10.06798,46.31336,10
arabis,6.10517,46.42599,10
arabis,6.68174,47.06102,10
arabis,7.27749,45.93897,10
arabis,7.93559,47.42224,10
arabis,9.77254,46.9948,10
arabis,6.87824,47.1521,10
arabis,7.14687,46.25355,10
arabis,9.11674,47.05126,10
arabis,6.95074,46.43279,10
arabis,7.7935,45.98351,10
arabis,7.34163,46.11896,10
arabis,7.34098,46.47878,10
arabis,10.00736,46.40476,10
arabis,7.34065,46.65869,10
arabis,8.05664,46.43216,10
arabis,8.90583,46.55932,10
arabis,8.71768,46.87648,10
arabis,8.05358,46.1623,10
arabis,8.70919,46.5167,10
arabis,6.74755,47.06143,10
arabis,9.49419,46.5952,10
arabis,7.60128,46.43373,10
arabis,7.66595,46.34366,10
arabis,10.42191,46.84471,10
arabis,9.69737,46.77133,10
arabis,6.5531,46.88018,10
arabis,8.11887,46.20691,10
arabis,8.4545,46.83413,10
arabis,7.92898,46.70266,10
arabis,9.61739,46.41292,10
arabis,7.40603,46.56877,10
arabis,9.25441,47.22911,10
arabis,8.0618,46.88193,10
arabis,9.74739,46.41035,10
arabis,6.95317,46.16293,10
arabis,6.36084,46.65362,10
arabis,7.1476,46.11862,10
arabis,6.94333,47.24235,10
arabis,7.40561,47.24341,10
arabis,6.4883,46.83468,10
arabis,8.60208,47.59735,10
arabis,6.94291,47.28732,10
arabis,8.91319,46.82914,10
arabis,7.92857,46.65768,10
arabis,7.14145,47.24303,10
arabis,7.21152,46.29868,10
arabis,10.00949,46.44971,10
arabis,10.35641,46.8464,10
arabis,7.08203,46.25337,10
arabis,9.37501,46.91223,10
arabis,7.6047,47.5581,10
arabis,8.91196,46.78417,10
arabis,7.21,46.6585,10
arabis,9.90601,47.037,10
arabis,9.24377,46.91437,10
arabis,6.94417,47.1524,10
arabis,8.77767,46.65087,10
arabis,8.11831,46.16193,10
arabis,9.1767,46.87042,10
arabis,9.68612,46.50158,10
arabis,8.98387,47.00814,10
arabis,8.78552,46.96566,10
arabis,9.09727,46.42173,10
arabis,9.10417,46.64656,10
arabis,9.24832,47.04926,10
arabis,9.94445,46.45117,10
arabis,9.62828,46.68269,10
arabis,8.52184,46.92348,10
arabis,8.00281,47.51187,10
arabis,7.73284,46.70333,10
arabis,8.45535,46.87911,10
arabis,7.66539,46.20873,10
arabis,7.27574,46.52368,10
arabis,6.74814,47.01646,10
arabis,8.71024,46.56168,10
arabis,8.1251,46.70165,10
arabis,8.38266,46.4749,10
arabis,7.99068,46.34255,10
arabis,9.29695,46.5536,10
arabis,7.20749,47.24318,10
arabis,7.33931,47.37829,10
arabis,7.67035,47.3781,10
arabis,9.88753,46.63241,10
arabis,7.73211,46.5684,10
arabis,8.25721,46.79074,10
arabis,7.27682,46.16386,10
arabis,7.33957,47.24337,10
arabis,7.4717,47.33336,10
arabis,8.05973,46.70202,10
arabis,8.05613,46.38719,10
